filepath,Label
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0806.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0807.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0808.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0809.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0810.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0811.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0812.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0813.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0814.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0815.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0816.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0817.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0818.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0819.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0820.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0821.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0822.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0823.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0824.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0825.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0826.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0827.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0828.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0829.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0830.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0831.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0832.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0833.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0834.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0835.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0836.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0837.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0838.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0839.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0840.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0841.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0842.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0843.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0844.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0845.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0846.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0847.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0848.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0849.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0850.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0851.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0852.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0853.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0854.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0855.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0856.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0857.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0858.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0859.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0860.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0861.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0862.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0863.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0864.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0865.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0866.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0867.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0868.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0869.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0870.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0871.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0872.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0873.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0874.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0875.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0876.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0877.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0878.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0879.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0880.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0881.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0882.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0883.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0884.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0885.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0886.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0887.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0888.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0889.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0890.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0891.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0892.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0893.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0894.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0895.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0896.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0897.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0898.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0899.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0900.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0901.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0902.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0903.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0904.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0905.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0906.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0907.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0908.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0909.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0910.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0911.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0912.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0913.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0914.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0915.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0916.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0917.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0918.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0919.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0920.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0921.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0922.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0923.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0924.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0925.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0926.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0927.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0928.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0929.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0930.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0931.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0932.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0933.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0934.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0935.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0936.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0937.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0938.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0939.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0940.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0941.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0942.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0943.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0944.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0945.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0946.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0947.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0948.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0949.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0950.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0951.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0952.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0953.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0954.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0955.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0956.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0957.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0958.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0959.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0960.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0961.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0962.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0963.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0964.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0965.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0966.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0967.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0968.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0969.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0970.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0971.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0972.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0973.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0974.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0975.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0976.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0977.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0978.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0979.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0980.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0981.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0982.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0983.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0984.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0985.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0986.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0987.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0988.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0989.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0990.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0991.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0992.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0993.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0994.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0995.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0996.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0997.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0998.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_0999.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1000.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1001.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1002.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1003.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1004.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1005.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1006.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1007.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1008.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1009.jpg,glioma
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/glioma\Tr-gl_1010.jpg,glioma
